,SUM_TAXEXCLUSIVEAMOUNT,SUM_TAXINCLUSIVEAMOUNT,INVOICE_COUNT,CURRENCY_CAD,CURRENCY_CHF,CURRENCY_CNY,CURRENCY_EUR,CURRENCY_GBP,CURRENCY_HUF,CURRENCY_PLN,CURRENCY_RON,CURRENCY_SEK,CURRENCY_USD,MIN_INV_PERIOD,MAX_INV_PERIOD
233823838,15541413.0,19737595.0,29,0,0,0,0,0,1,0,0,0,0,-29,61
233823840,41650021.11,51363034.6,530,0,0,0,1,0,1,0,0,0,0,-29,56
233823841,15000.0,15000.0,15,0,0,0,0,0,1,0,0,0,0,0,71
233823849,177727439.0,224959086.39999998,407,0,0,0,1,0,1,0,0,0,0,-50,45
233823853,136947880.0,173913168.0,36553,0,0,0,0,0,1,0,0,0,0,-228,31
233823909,1996928.0,2536100.0,44,0,0,0,0,0,1,0,0,0,0,-20,30
233823923,41199.0,52011.0,51,0,0,0,0,0,1,0,0,0,0,-1,30
233823965,8488545.0,10779751.0,69,0,0,0,1,0,1,0,0,0,0,0,30
233823971,135808070.0,172458164.0,144,0,0,0,0,0,1,0,0,0,0,-27,46
233824027,76955029.0,88500607.0,168,0,0,0,0,0,1,0,0,0,0,-1,27
233824028,20025165.0,25345120.0,90,0,0,0,0,0,1,0,0,0,0,0,8
233824052,11955335.0,13799086.0,128,0,0,0,0,0,1,0,0,0,0,-41,66
233824067,10029042.72,12693119.419999994,156,0,0,0,1,0,1,0,0,0,0,-24,55
233824071,392179155.74,490765730.74,511,0,0,0,1,0,1,0,0,0,0,-34,90
233824081,109231355.0,135309715.0,95,0,0,0,0,0,1,0,0,0,1,0,61
233824085,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0
233824093,18068415.0,22620279.0,101,0,0,0,0,0,1,0,0,0,0,0,15
233824101,113225347.0,143024158.0,173,0,0,0,0,0,1,0,0,0,0,-10,75
233824108,1653961510.1499999,2100530200.2499998,1382,0,0,0,1,0,1,0,0,0,0,-105,46
233824129,1000.0,1270.0,1,0,0,0,0,0,1,0,0,0,0,15,15
233824138,49891.0,63364.0,88,0,0,0,0,0,1,0,0,0,0,-103,30
233824159,138802265.63,157512983.63,547,0,0,0,1,0,1,0,0,0,0,-33,31
233824164,26295065.0,26698931.0,170,0,0,0,1,0,1,0,0,0,0,-102,109
233824223,31123708.0,39527109.0,19,0,0,0,0,0,1,0,0,0,0,8,30
233824226,81057905.0,101440095.0,149,0,0,0,1,0,1,0,0,0,0,0,62
233824228,161613489.86,172255238.86,483,0,0,0,1,0,1,0,0,0,0,-104,32
233824235,77180.0,98023.0,13,0,0,0,0,0,1,0,0,0,0,0,8
233824245,2405590.0,2405590.0,49,0,0,0,0,0,1,0,0,0,0,-58,1
233824268,1648612.0,1648860.0,33,0,0,0,0,0,1,0,0,0,0,0,15
233824293,23297497.0,29582424.0,20,0,0,0,0,0,1,0,0,0,0,12,31
233824296,476400.0,605028.0,5,0,0,0,0,0,1,0,0,0,0,15,30
233824307,77760056.0,97387187.0,114,0,0,0,0,0,1,0,0,0,0,-3,15
233824313,73569074.75,93422864.28999998,257,0,0,0,1,0,1,0,0,0,1,-2,44
233824344,340276896.0,365383118.0,147,0,0,0,0,0,1,0,0,0,0,-6,30
233824352,30157500.0,38300027.0,174,0,0,0,0,0,1,0,0,0,0,-10,30
233824373,441146726.0,557279268.0,186,0,0,0,1,0,1,0,0,0,0,15,31
233824379,1309228.0,1662719.0,3,0,0,0,0,0,1,0,0,0,0,0,8
233824398,9622800.0,11950956.0,21,0,0,0,0,0,1,0,0,0,0,8,30
233824405,369500938.0,370482931.0,37,0,0,0,0,0,1,0,0,0,0,-14,8
233824406,55071590.0,61036956.0,40,0,0,0,0,0,1,0,0,0,0,8,8
233824413,166000.0,210820.0,1,0,0,0,0,0,1,0,0,0,0,10,10
233824419,5368025.8,5378229.8,18,0,0,0,1,0,1,0,0,0,0,0,13
233824439,19867928.0,25232276.0,77,0,0,0,0,0,1,0,0,0,0,0,60
233824450,360000.0,360000.0,2,0,0,0,0,0,1,0,0,0,0,0,0
233824453,507523322.0,636291123.0,176,0,0,0,0,0,1,0,0,0,0,-25,30
233824468,173188413.0,219949284.0,178,0,0,0,0,0,1,0,0,0,0,-692,24
233824509,12525000.0,12525000.0,30,0,0,0,0,0,1,0,0,0,0,2,15
233824511,32197000.0,32197000.0,51,0,0,0,0,0,1,0,0,0,0,-23,8
233824517,1749252.0,2221550.0,4,0,0,0,0,0,1,0,0,0,0,0,33
233824527,1015060.0,1289127.0,22,0,0,0,0,0,1,0,0,0,0,0,8
233824534,71184981.32000004,74961958.32000002,491,0,0,0,1,0,1,0,0,0,0,-8,38
233824544,14400.0,18288.0,1,0,0,0,0,0,1,0,0,0,0,8,8
233824548,13867083.0,17610886.0,103,0,0,0,0,0,1,0,0,0,1,-94,45
233824558,2169601.0,2755393.0,12,0,0,0,0,0,1,0,0,0,0,-23,58
233824577,78781.0,100051.0,17,0,0,0,0,0,1,0,0,0,0,0,0
233824579,27037313.0,27333549.0,137,0,0,0,0,0,1,0,0,0,0,-21,64
233824583,17276594.0,21941274.0,18,0,0,0,0,0,1,0,0,0,0,30,61
233824596,7887918.0,9847556.0,15,0,0,0,0,0,1,0,0,0,0,8,8
233824599,56296800.0,57548736.0,44,0,0,0,0,0,1,0,0,0,0,-8,30
233824616,471822166.0,599133769.0,292,0,0,0,0,0,1,0,0,0,1,-35,90
233824622,0.0,0.0,6,0,0,0,0,0,1,0,0,0,0,-3,12
233828939,18050000.0,22923500.0,5,0,0,0,0,0,1,0,0,0,0,15,31
233829062,3588700.0,3588700.0,13,0,0,0,0,0,1,0,0,0,0,4,29
233829870,10.0,13.0,1,0,0,0,0,0,1,0,0,0,0,8,8
233830449,85485.0,108564.0,85,0,0,0,0,0,1,0,0,0,0,0,58
233831947,46776.0,56490.0,3,0,0,0,0,0,1,0,0,0,0,0,0
233831951,4907904.0,6233037.0,25,0,0,0,0,0,1,0,0,0,0,0,31
233832692,20581770.52,26138850.11,82,0,0,0,1,0,1,0,0,0,0,-34,30
233832694,175040600.0,221958653.0,618,0,0,0,0,0,1,0,0,0,0,-357,122
233832701,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,-15,0
233951526,91242.0,115880.0,6,0,0,0,0,0,1,0,0,0,0,0,13
234527508,12351114.0,15685917.65,67,0,0,0,1,0,1,0,0,0,0,0,32
234529195,4774280.0,5981439.0,46,0,0,0,0,0,1,0,0,0,0,-13,14
234623830,78199682.0,99313599.0,148,0,0,0,0,0,1,0,0,0,0,-3,30
234948122,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,30,31
234948124,10197745.0,12951136.0,38,0,0,0,0,0,1,0,0,0,0,2,49
234958218,3823570.6,4854814.6,31,0,0,0,1,0,1,0,0,0,0,-45,30
234958226,11630785.0,14771094.0,192,0,0,0,0,0,1,0,0,0,0,-95,15
234958228,618017311.0,696915561.0,1336,0,0,0,0,0,1,0,0,0,0,-125,37
234958234,3072445037.0,3415105328.0,388,0,0,0,0,0,1,0,0,0,0,-7,31
234961333,30000.0,30000.0,3,0,0,0,0,0,1,0,0,0,0,-1,3
234964033,311840.0,396039.0,33,0,0,0,0,0,1,0,0,0,0,0,14
234964037,8819.730000000003,10401.11,14,0,0,0,1,0,0,0,0,0,0,-190,90
234970315,13607880.0,13810618.0,7,0,0,0,0,0,1,0,0,0,0,8,30
235086513,1910000.0,1910000.0,32,0,0,0,0,0,1,0,0,0,0,-1,61
235087386,781519.0,992530.0,67,0,0,0,0,0,1,0,0,0,0,0,15
235369544,398066.0,475844.0,7,0,0,0,0,0,1,0,0,0,0,0,8
235375120,30504090.0,30509490.0,426,0,0,0,0,0,1,0,0,0,0,-382,46
235375122,4811698.0,6110854.0,84,0,0,0,0,0,1,0,0,0,0,0,62
235379882,763000.0,763000.0,18,0,0,0,0,0,1,0,0,0,0,-15,45
235714647,207839525.0,263424308.0,452,0,0,0,0,0,1,0,0,0,0,-58,30
235961277,425000.0,425000.0,18,0,0,0,0,0,1,0,0,0,0,0,0
235964632,10291482.4,13065727.650000006,31,0,0,0,1,0,1,0,0,0,0,7,32
235972041,43638763.959999986,55343978.900000006,203,0,0,0,1,0,1,0,0,0,0,-84,63
236415592,7033993.0,7039393.0,244,0,0,0,0,0,1,0,0,0,0,-54,31
236469355,180339343.0,229031017.36,763,0,0,0,1,0,1,0,0,0,0,-68,62
236659055,99569257.0,103367954.0,51,0,0,0,0,0,1,0,0,0,0,0,89
236659065,2742603.0,3483102.0,31,0,0,0,0,0,1,0,0,0,0,0,21
236666715,22777015.0,28926810.0,63,0,0,0,0,0,1,0,0,0,0,-4,281
236668979,141937332.0,175502057.0,1801,0,0,0,0,0,1,0,0,0,0,-35,30
236670352,610000.0,774700.0,1,0,0,0,0,0,1,0,0,0,0,7,7
236670354,30841500.0,30841500.0,86,0,0,0,0,0,1,0,0,0,0,-20,33
236670361,15216795.0,15216795.0,53,0,0,0,0,0,1,0,0,0,0,-51,150
236739520,10108199.0,12249296.0,151,0,0,0,0,0,1,0,0,0,0,-14,32
236920200,182737840.0,230840456.0,393,0,0,0,0,0,1,0,0,0,0,-35,38
236921462,4885090.0,4959282.0,4,0,0,0,0,0,1,0,0,0,0,8,15
237501281,48734175.0,61816058.0,118,0,0,0,1,0,1,0,0,0,1,-27,86
237652302,86571679.0,109946032.0,28,0,0,0,0,0,1,0,0,0,0,-52,30
237655988,171041079.80999997,217129346.45000026,1798,0,0,0,1,0,1,0,0,0,0,-27,81
237657773,35522524.0,45113606.0,18,0,0,0,0,0,1,0,0,0,0,8,16
237667820,66767819.0,84795135.0,116,0,0,0,0,0,1,0,0,0,0,-251,32
237776168,57426130.0,71055595.0,47,0,0,0,1,0,1,0,0,0,0,6,17
237908512,39379582.0,49857175.0,158,0,0,0,0,0,1,0,0,0,0,4,30
237914571,24292.0,24300.0,12,0,0,0,0,0,1,0,0,0,0,0,8
237914574,196750.0,196750.0,8,0,0,0,0,0,1,0,0,0,0,0,5
237914585,15850000.0,15850000.0,21,0,0,0,1,0,1,0,0,0,0,8,15
237916377,176338.0,176338.0,27,0,0,0,1,0,0,0,0,0,0,23,50
237916381,78284008.0,99420671.0,1244,0,0,0,0,0,1,0,0,0,0,-51,30
237916384,500393009.0,551317020.0,649,0,0,0,0,0,1,0,0,0,0,-18,62
237916388,2689000.0,2689000.0,92,0,0,0,0,0,1,0,0,0,0,-9,0
237970064,34342564.0,42622595.0,791,0,0,0,0,0,1,0,0,0,0,-55,10
238087435,64977865.0,82520925.0,65,0,0,0,1,0,1,0,0,0,0,0,31
238250093,17900.0,22733.0,10,0,0,0,0,0,1,0,0,0,0,0,28
238256199,8704000.0,8704000.0,26,0,0,0,0,0,1,0,0,0,0,24,31
238256201,12451500.0,12451500.0,45,0,0,0,0,0,1,0,0,0,0,-17,15
238256204,77900766.0,98933973.0,119,0,0,0,0,0,1,0,0,0,0,12,32
238256241,900000.0,1143000.0,4,0,0,0,0,0,1,0,0,0,0,7,10
238256243,1398994.0,1775105.0,4,0,0,0,0,0,1,0,0,0,0,0,26
238256255,16887623.0,21433778.0,125,0,0,0,0,0,1,0,0,0,0,-629,45
238256256,7175604.0,7175604.0,37,0,0,0,0,0,1,0,0,0,0,0,31
238256290,2530000.0,3213100.0,1,0,0,0,0,0,1,0,0,0,0,7,7
238256296,460000.0,584200.0,1,0,0,0,0,0,1,0,0,0,0,7,7
238256306,15300000.0,19350000.0,32,0,0,0,0,0,1,0,0,0,0,2,32
238592512,1050000.0,1050000.0,1,0,0,0,0,0,1,0,0,0,0,0,0
238676008,23280000.0,23280000.0,5,0,0,0,0,0,1,0,0,0,0,30,30
238679970,2287324.0,2794309.0,3,0,0,0,0,0,1,0,0,0,0,0,0
238679975,415400.0,415400.0,7,0,0,0,0,0,1,0,0,0,0,0,8
238682222,3453.0,4387.0,37,0,0,0,0,0,1,0,0,0,0,-298,30
238685156,755225.0,755225.0,131,0,0,0,0,0,1,0,0,0,0,-35,30
238685159,425300.0,425300.0,1,0,0,0,0,0,1,0,0,0,0,1,1
238724485,18556631.0,23566921.0,97,0,0,0,0,0,1,0,0,0,0,-16,61
238798912,11265065.0,13978465.0,77,0,0,0,1,0,1,0,0,0,0,0,30
238805062,23710000.0,29193700.0,49,0,0,0,0,0,1,0,0,0,0,-19,31
238805064,4724.0,5999.0,1,0,0,0,0,0,1,0,0,0,0,0,0
238807720,742177792.88,942565803.73,273,0,0,0,1,0,1,0,0,0,0,-12,61
238956379,6719477.0,8533735.0,9,0,0,0,0,0,1,0,0,0,0,0,8
238956392,265550440.0,327685517.0,87,0,0,0,0,0,1,0,0,0,0,-90,119
238961831,41938796.0,52940768.0,253,0,0,0,0,0,1,0,0,0,0,-246,45
238961837,22833560.0,23562020.0,960,0,0,0,0,0,1,0,0,0,0,-1,15
239032102,2462445.0,2462445.0,42,0,0,0,0,0,1,0,0,0,0,0,8
239032107,28000350.0,28000339.0,847,0,0,0,0,0,1,0,0,0,0,-136,9
239037470,90845098.0,115373368.0,817,0,0,0,0,0,1,0,0,0,0,-77,28
239039897,27800000.0,35306000.0,3,0,0,0,0,0,1,0,0,0,0,0,1
239045901,890500.0,890500.0,13,0,0,0,0,0,1,0,0,0,0,7,30
239045909,7675148.0,7675146.0,58,0,0,0,0,0,1,0,0,0,0,-2,18
239045911,149491142.81,157934019.0,55,0,0,0,1,0,1,0,0,0,0,0,34
239045915,6294738.0,7994318.0,29,0,0,0,0,0,1,0,0,0,0,0,30
239062481,166605295.6,195520623.6,130,0,0,0,1,0,1,0,0,0,1,-291,89
239117955,325778346.02,413192580.96999997,1045,0,0,0,1,0,1,0,0,0,0,-99,123
239117957,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,23,23
239117966,799858.0,1025259.0,122,0,0,0,0,0,1,0,0,0,0,-73,15
239125183,20066505.0,20066505.0,244,0,0,0,0,0,1,0,0,0,0,-83,21
239125184,0.0,0.0,6,0,0,0,0,0,1,0,0,0,0,-76,4
239125192,899535.0,1142410.0,19,0,0,0,0,0,1,0,0,0,0,8,8
239128716,24213886.0,30752715.0,13,0,0,0,0,0,1,0,0,0,0,2,40
239128731,363635.0,461818.0,10,0,0,0,0,0,1,0,0,0,0,10,31
239131016,209777491.21,263694737.63,812,0,0,0,1,0,1,0,0,0,0,-167,45
239131027,150896.0,191638.0,2,0,0,0,0,0,1,0,0,0,0,14,20
239373602,2109000.0,2109000.0,2,0,0,0,0,0,1,0,0,0,0,0,8
239431582,11000000.0,11000000.0,24,0,0,0,0,0,1,0,0,0,0,0,14
239431586,11260000.0,11260000.0,40,0,0,0,0,0,1,0,0,0,0,8,15
239431587,8759499.0,11124564.0,10,0,0,0,0,0,1,0,0,0,0,6,15
239436811,156642508.0,192996030.0,516,0,0,0,0,0,1,0,0,0,0,-1,49
239442056,16135250.0,20491768.0,20,0,0,0,0,0,1,0,0,0,0,-35,14
239445351,11915229.0,14952522.0,121,0,0,0,0,0,1,0,0,0,0,0,30
239508933,625.19,794.0,1,0,0,0,1,0,0,0,0,0,0,30,30
239555419,4830563723.529999,6050310532.529998,12938,0,0,0,1,0,1,0,0,0,1,-744,107
239565706,18715000.0,19901550.0,7,0,0,0,0,0,1,0,0,0,0,0,15
239565713,480541314.0,510687218.0,100,0,0,0,0,0,1,0,0,0,0,-11,96
239635015,46726505.0,46726505.0,95,0,0,0,0,0,1,0,0,0,0,-3,30
239636256,3649592.0,3946057.0,32,0,0,0,0,0,1,0,0,0,0,-16,15
239734044,34175377.0,42328128.0,86,0,0,0,0,0,1,0,0,0,0,-13,30
239734049,22265.0,28277.0,1,0,0,0,0,0,1,0,0,0,0,8,8
239734056,931510612.0,1115828647.7500002,258,0,0,0,1,0,1,0,0,0,0,-41,16
239734065,163375823.7,207487208.27999997,199,0,0,0,1,0,1,0,0,0,1,-14,45
239744737,1745410.0,2216670.0,6,0,0,0,0,0,1,0,0,0,0,-14,8
239744743,1013000.0,1013000.0,6,0,0,0,0,0,1,0,0,0,0,0,15
239751731,36531860.0,46395462.0,44,0,0,0,0,0,1,0,0,0,0,7,30
239751739,1321964489.0,1502651968.0,270,0,0,0,0,0,1,0,0,0,0,0,46
239824469,5211109.0,6618104.5,98,0,0,0,1,0,1,0,0,0,0,0,30
239824480,285551716.0,312260838.0,46,0,0,0,0,0,1,0,0,0,0,-249,11
239871109,5842886.0,7415527.3,7,0,0,0,1,0,1,0,0,0,0,7,29
239871126,29271499.0,36818405.0,127,0,0,0,0,0,1,0,0,0,0,0,45
239881229,3139000.0,3208930.0,3,0,0,0,0,0,1,0,0,0,0,0,19
239883188,6983053.0,8868477.0,12,0,0,0,0,0,1,0,0,0,0,-3,15
239904895,375761.0,477216.1300000001,397,0,0,0,1,0,1,0,0,0,0,0,62
239935504,4999000.0,6348730.0,6,0,0,0,0,0,1,0,0,0,0,6,12
239943919,30746693.0,39048276.0,159,0,0,0,1,0,1,0,0,0,0,-13,60
239943925,5330000.0,6769100.0,42,0,0,0,0,0,1,0,0,0,0,8,8
239943927,11120884.0,11128984.0,616,0,0,0,0,0,1,0,0,0,0,-19,31
239943932,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0
239947100,11927957.0,15148510.0,28,0,0,0,0,0,1,0,0,0,0,14,20
239947113,1589750.0,1589750.0,108,0,0,0,0,0,1,0,0,0,0,0,34
240011481,202070005.0,203844955.0,55,0,0,0,0,0,1,0,0,0,0,-12,233
240011482,706163760.0,742856484.0,179,0,0,0,0,0,1,0,0,0,0,-19,268
240020284,198870.0,198870.0,8,0,0,0,0,0,1,0,0,0,0,0,7
240020297,8920000.0,8920000.0,33,0,0,0,0,0,1,0,0,0,0,8,31
240020299,48627027.0,61104314.0,224,0,0,0,1,0,1,0,0,0,0,-26,37
240025185,1377710.0,1749692.0,2,0,0,0,0,0,1,0,0,0,0,15,15
240025196,1676246.0,2026635.0,22,0,0,0,1,0,1,0,0,0,0,0,11
240025198,3660834.0,4649260.0,17,0,0,0,0,0,1,0,0,0,0,0,15
240029738,82703116.0,105000465.53999999,244,0,0,0,1,0,1,0,0,0,0,-41,62
240029752,45922307.0,58321330.0,276,0,0,0,0,0,1,0,0,0,0,-60,46
240029754,108870394.0,138265371.0,393,0,0,0,0,0,1,0,0,0,0,-20,46
240041151,31347.0,31347.0,7,0,0,0,0,0,1,0,0,0,0,0,0
240096336,617606028.0,784332992.0,1368,0,0,0,0,0,1,0,0,0,0,-4,30
240127672,10235.0,12998.0,3,0,0,0,0,0,1,0,0,0,0,0,0
240127676,365515354.0,372409511.0,123,0,0,0,0,0,1,0,0,0,0,-351,234
240127683,52118387.0,60113851.0,56,0,0,0,0,0,1,0,0,0,0,0,30
240140975,779499.0,779499.0,35,0,0,0,0,0,1,0,0,0,0,0,9
240140979,609425.0,773970.0,2,0,0,0,0,0,1,0,0,0,0,-2,0
240144008,56941.5,56941.5,1,0,0,0,1,0,0,0,0,0,0,4,4
240144013,102274606.0,129888827.0,3259,0,0,0,0,0,1,0,0,0,0,-178,60
240148764,50000.0,63500.0,1,0,0,0,0,0,1,0,0,0,0,31,31
240148770,22058535.0,27949834.0,276,0,0,0,0,0,1,0,0,0,0,-35,45
240253860,20575806.0,26131274.0,40,0,0,0,0,0,1,0,0,0,0,11,30
240253864,13103371.0,16641280.0,3,0,0,0,0,0,1,0,0,0,0,0,15
240271262,6300.0,8001.0,1,0,0,0,0,0,1,0,0,0,0,10,10
240271273,8583270.0,9406166.0,25,0,0,0,0,0,1,0,0,0,0,-1,54
240281360,216397592.0,248925892.0,699,0,0,0,1,0,1,0,0,0,0,-18,62
240281381,103604126.35999998,131575721.11999997,323,0,0,0,1,0,1,0,0,0,1,-62,61
240285222,186198646.22,235738676.11,511,0,0,0,1,0,1,0,0,0,0,-155,35
240285224,2170000.0,2350900.0,3,0,0,0,0,0,1,0,0,0,0,0,41
240285235,331153395.0,407604817.0,245,0,0,0,0,0,1,0,0,0,0,-5,33
240322214,1294000.0,1643380.0,2,0,0,0,0,0,1,0,0,0,0,24,30
240322225,4330140.0,4330140.0,3,0,0,0,0,0,1,0,0,0,0,0,30
240333956,96796566.0,122931636.0,116,0,0,0,0,0,1,0,0,0,0,-30,59
240338239,409287626.74,519323892.14,424,0,0,0,1,0,1,0,0,0,0,-102,30
240338248,10671400.0,13552678.0,1,0,0,0,0,0,1,0,0,0,0,31,31
240387280,13964701.0,13964714.0,521,0,0,0,0,0,1,0,0,0,0,-26,19
240411574,57399284.0,72869390.25999999,184,0,0,0,1,0,1,0,0,0,0,-1,30
240417367,181308445.0,229114230.0,618,0,0,0,0,0,1,0,0,0,0,-23,37
240417369,9487754.0,9487754.0,65,0,0,0,0,0,1,0,0,0,0,0,30
240417378,78791880.0,86222384.0,403,0,0,0,1,0,1,0,0,0,0,-66,61
240426036,201351288.0,252686738.0,141,0,0,0,0,0,1,0,0,0,0,-9,62
240434476,61872177.0,78324944.0,90,0,0,0,0,0,1,0,0,0,0,0,45
240434478,1705000.0,1705000.0,10,0,0,0,0,0,1,0,0,0,0,7,35
240434480,392359.0,498300.0,78,0,0,0,0,0,1,0,0,0,0,0,10
240434481,101823550.0,121011309.0,101,0,0,0,0,0,1,0,0,0,0,-6,84
240441331,9161085.7,10940560.7,126,0,0,0,1,0,1,0,0,0,0,-407,44
240441336,258932464.0,328844210.0,527,0,0,0,0,0,1,0,0,0,0,-21,30
240441343,5709894.0,7251559.0,47,0,0,0,0,0,1,0,0,0,0,-8,50
240441347,27705309.0,28933064.0,129,0,0,0,0,0,1,0,0,0,0,-10,58
240441349,479126837.0,608491085.0,37,0,0,0,0,0,1,0,0,0,0,8,59
240441350,48421700.0,61495559.0,58,0,0,0,0,0,1,0,0,0,0,8,30
240449930,77107699.0,96385332.0,1107,0,0,0,0,0,1,0,0,0,0,-6,45
240449935,16228300.0,16228300.0,63,0,0,0,0,0,1,0,0,0,0,7,15
240482020,72045917.0,91498295.0,479,0,0,0,0,0,1,0,0,0,0,-8,31
240482025,38950000.0,49466500.0,40,0,0,0,0,0,1,0,0,0,0,-4,33
240482026,206728551.0,262545260.0,95,0,0,0,0,0,1,0,0,0,0,-10,62
240482037,30560000.0,33795950.0,49,0,0,0,0,0,1,0,0,0,0,7,32
240482040,26314583.0,29541083.0,18,0,0,0,0,0,1,0,0,0,0,-1,15
240484733,2060358.0,2614225.0,20,0,0,0,0,0,1,0,0,0,0,0,32
240505334,31389155.0,31389155.0,91,0,0,0,0,0,1,0,0,0,0,-77,30
240505339,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0
240505903,100222503.0,100550823.0,222,0,0,0,0,0,1,0,0,0,0,0,30
240505904,98997877.0,125727305.0,84,0,0,0,0,0,1,0,0,0,0,-38,60
240527642,11695450.0,11695450.0,156,0,0,0,1,0,1,0,0,0,0,-3,36
240527644,52320911.0,66380328.0,288,0,0,0,0,0,1,0,0,0,0,-21,31
240532682,834686240.0,837408366.0,122,0,0,0,0,0,1,0,0,0,0,0,30
240532699,21767735.0,27645024.0,150,0,0,0,0,0,1,0,0,0,0,-1,30
240543801,2750000.0,2750000.0,5,0,0,0,0,0,1,0,0,0,0,21,21
240543807,453961.0,453961.0,10,0,0,0,0,0,1,0,0,0,0,20,30
240543810,8701100.0,8704315.0,72,0,0,0,0,0,1,0,0,0,0,-4,15
240543813,11907000.0,15121890.0,59,0,0,0,0,0,1,0,0,0,0,7,11
240543815,13887314.0,17635233.0,57,0,0,0,1,0,1,0,0,0,0,-27,10
240543828,180976742.0,226694993.0,290,0,0,0,0,0,1,0,0,0,0,-81,60
240543830,-901387.0,-685762.0,17,0,0,0,0,0,1,0,0,0,0,0,14
240543831,67505799.0,67885365.0,25,0,0,0,1,0,1,0,0,0,0,0,13
240543833,6387067.0,8111577.0,44,0,0,0,0,0,1,0,0,0,0,7,10
240543835,49749510.0,50302583.0,1671,0,0,0,1,0,1,0,0,0,0,-92,15
240543839,24455823.0,24455823.0,78,0,0,0,0,0,1,0,0,0,0,0,30
240549004,47879047.0,60806390.0,126,0,0,0,0,0,1,0,0,0,0,-35,32
240549006,390678875.0,408681785.0,142,0,0,0,0,0,1,0,0,0,0,-40,30
240549023,2199289.0,2793096.0,8,0,0,0,0,0,1,0,0,0,0,0,22
240557362,4421.0,5615.0,2,0,0,0,0,0,1,0,0,0,0,0,0
240557364,167657363.0,212967390.31,288,0,0,0,1,0,1,0,0,0,0,-269,61
240558685,21052209.909999993,25702420.049999993,157,0,0,0,1,0,1,0,0,0,0,-6,30
240562106,2370050.0,2370050.0,15,0,0,0,0,0,1,0,0,0,0,-49,111
240562109,8613717.0,8613718.0,198,0,0,0,0,0,1,0,0,0,0,-24,45
240562113,25081422.0,31853410.0,256,0,0,0,0,0,1,0,0,0,0,-26,11
240586206,51124298.0,61832191.0,620,0,0,0,1,0,1,0,0,0,0,-19,30
240586214,2699000.0,2699000.0,21,0,0,0,0,0,1,0,0,0,0,-6,8
240586216,4348154.0,5522157.0,147,0,0,0,0,0,1,0,0,0,0,0,8
240592381,413980.0,525754.0,7,0,0,0,0,0,1,0,0,0,0,0,30
240595845,16279929.0,16279933.0,37,0,0,0,0,0,1,0,0,0,0,0,8
240595851,18165077.0,18165077.0,175,0,0,0,1,0,1,0,0,0,0,-63,61
240606395,82781891.05999999,90951702.89999998,253,0,0,0,1,0,1,0,0,0,0,0,30
240606397,2622250.0,3330258.0,18,0,0,0,0,0,1,0,0,0,0,2,45
240606399,74374406.0,94432049.0,276,0,0,0,0,0,1,0,0,0,0,-31,32
240606406,82041000.0,104192070.0,58,0,0,0,0,0,1,0,0,0,0,0,18
240606412,2448000.0,3108960.0,1,0,0,0,0,0,1,0,0,0,0,30,30
240606421,17826500.0,17826500.0,462,0,0,0,0,0,1,0,0,0,0,-169,15
240613403,139162.83000000002,145089.32,29,0,0,0,1,0,0,0,0,0,0,9,30
240613411,55325982.0,70263991.0,893,0,0,0,0,0,1,0,0,0,0,-356,68
240632333,4565400.0,4565400.0,33,0,0,0,0,0,1,0,0,0,0,0,15
240632340,21926601.0,21926601.0,256,0,0,0,0,0,1,0,0,0,0,-22,35
240632341,9864388.0,9864388.0,363,0,0,0,0,0,1,0,0,0,0,-258,30
240651676,30960980.0,39207386.0,203,0,0,0,0,0,1,0,0,0,0,0,30
240656487,53829328.98,67922140.47999999,80,0,0,0,1,0,1,0,0,0,0,-27,60
240656489,15962593.0,20041167.0,63,0,0,0,0,0,1,0,0,0,0,-327,158
240656501,16000.0,16000.0,3,0,0,0,0,0,1,0,0,0,0,14,14
240656510,30000.0,30000.0,1,0,0,0,0,0,1,0,0,0,0,0,0
240661455,284858.93,284858.93,93,0,0,0,1,0,1,0,0,0,0,7,30
240661457,166495.0,166495.0,44,0,0,0,0,1,0,0,0,0,1,7,46
240661463,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,14,14
240661465,97521192.0,120685851.0,55,0,0,0,0,0,1,0,0,0,0,-10,37
240661468,708000.0,708000.0,9,0,0,0,0,0,1,0,0,0,0,8,12
240664477,1417636561.0,1708055948.3,211,0,0,0,1,0,1,0,0,0,0,-42,30
240666154,396004010.0,442692673.0,81,0,0,0,1,0,1,0,0,0,0,-70,30
240666160,16029150.0,16029150.0,94,0,0,0,0,0,1,0,0,0,0,7,57
240666164,3985225.0,5061235.0,28,0,0,0,0,0,1,0,0,0,0,0,30
240671345,2045100.0,2045100.0,14,0,0,0,0,0,1,0,0,0,0,0,8
240671573,20282882.0,25759274.0,93,0,0,0,0,0,1,0,0,0,0,1,45
240692006,14110639.0,17878430.0,110,0,0,0,0,0,1,0,0,0,0,-32,35
240692008,6238050.0,6863843.0,5,0,0,0,1,0,1,0,0,0,0,8,8
