,PARTY_ID,transfer_curr,TRANSFER_CURRENCY_VEC,sum(AMOUNT),avg(AMOUNT),min(AMOUNT),max(AMOUNT),count,UNIQ_TRANSFER_ID_COUNT
279,530068471,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[5.0])",17715.0,3543.0,3543.0,3543.0,5,5
280,674049503,['HUF'],"(1,[0],[1.0])",996950.0,996950.0,996950.0,996950.0,1,1
281,237657773,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[26.0])",132862.0,5110.076923076923,2273.0,70000.0,26,26
282,240714212,"['HUF', 'HUF']","(1,[0],[2.0])",4546.0,2273.0,2273.0,2273.0,2,2
283,250724276,"['HUF', 'HUF', 'HUF']","(1,[0],[3.0])",90996.0,30332.0,1400.0,83500.0,3,3
284,251595902,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[90.0])",6479401.0,71993.34444444445,3000.0,502475.0,90,90
285,254379188,"['HUF', 'HUF', 'HUF']","(1,[0],[3.0])",22503.0,7501.0,2273.0,17957.0,3,3
286,303116992,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[11.0])",35163.0,3196.6363636363635,2273.0,3543.0,11,11
287,349698945,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[8.0])",18184.0,2273.0,2273.0,2273.0,8,8
288,364296491,"['HUF', 'HUF']","(1,[0],[2.0])",7086.0,3543.0,3543.0,3543.0,2,2
289,367381132,"['HUF', 'HUF']","(1,[0],[2.0])",4546.0,2273.0,2273.0,2273.0,2,2
290,378877443,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[6.0])",137715.0,22952.5,3543.0,120000.0,6,6
291,507738428,['HUF'],"(1,[0],[1.0])",164097.0,164097.0,164097.0,164097.0,1,1
292,531726667,['HUF'],"(1,[0],[1.0])",2273.0,2273.0,2273.0,2273.0,1,1
293,574544976,['HUF'],"(1,[0],[1.0])",10000.0,10000.0,10000.0,10000.0,1,1
294,582998742,"['HUF', 'HUF', 'HUF']","(1,[0],[3.0])",10629.0,3543.0,3543.0,3543.0,3,3
295,240253862,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[5.0])",162745.0,32549.0,2000.0,100745.0,5,5
296,251660300,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[594.0])",124393730.0,209417.05387205386,390.0,6447600.0,594,594
297,445708930,['HUF'],"(1,[0],[1.0])",9373.0,9373.0,9373.0,9373.0,1,1
298,493340821,"['HUF', 'HUF', 'HUF']","(1,[0],[3.0])",10629.0,3543.0,3543.0,3543.0,3,3
299,589121302,"['HUF', 'HUF']","(1,[0],[2.0])",4546.0,2273.0,2273.0,2273.0,2,2
300,655367338,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[27.0])",21238303.0,786603.8148148148,3000.0,5144710.0,27,27
301,251660353,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[24.0])",54552.0,2273.0,2273.0,2273.0,24,24
302,254311665,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[496.0])",106341467.0,214398.1189516129,1650.0,11607692.0,496,496
303,258531919,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[11.0])",829416.0,75401.45454545454,1909.0,410000.0,11,11
304,325638326,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[16.0])",36368.0,2273.0,2273.0,2273.0,16,16
305,327118660,"['HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF', 'HUF']","(1,[0],[545.0])",186003687.0,341291.16880733945,29.0,27182680.0,545,545
306,327118703,['HUF'],"(1,[0],[1.0])",61012.0,61012.0,61012.0,61012.0,1,1
